,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,year
4391,SL,2021-08-02,87.7,2.87,5.98,"Ray, Robbie",642708,592662,,called_strike,,,,,8.0,Amed Rosario singles on a ground ball to second baseman Cavan Biggio.   Myles Straw to 2nd.,R,R,L,TOR,CLE,S,,,0,0,2021,-0.02,0.65,0.15,2.12,,,664702.0,0,3,Top,,,,,672386,,,-6.536200397994784,-127.75616271929152,-4.654629608726643,0.8646307660577238,22.24107060314813,-24.316059826465928,3.43,1.63,,,,88.4,2219.0,6.3,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,54.18,,,,,,,,18,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,132.0,0.0,-0.058,2021
4392,FF,2021-08-02,94.3,2.68,6.02,"Ray, Robbie",664702,592662,single,hit_into_play,,,,,7.0,Myles Straw singles on a sharp line drive to left fielder Teoscar Hernandez.,R,R,L,TOR,CLE,X,7.0,line_drive,1,0,2021,0.69,1.28,-0.3,1.91,,,,0,3,Top,73.04,99.26,,,672386,,,-9.281401861683165,-136.8307763811853,-7.831197423890902,10.662661252538134,28.99352501100544,-14.500464124572735,3.3,1.5,174.0,100.1,11.0,94.5,2344.0,6.5,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,54.0,0.849,0.803,0.9,1.0,1.0,0.0,4.0,17,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic,147.0,-0.04,0.366,2021
4393,FF,2021-08-02,94.4,2.92,6.12,"Ray, Robbie",664702,592662,,ball,,,,,12.0,Myles Straw singles on a sharp line drive to left fielder Teoscar Hernandez.,R,R,L,TOR,CLE,B,,,0,0,2021,0.66,1.31,1.05,3.14,,,,0,3,Top,,,,,672386,,,-6.324939742412056,-137.3450403748756,-5.020877911652236,9.725182843387367,29.25707710480649,-14.61784308427271,3.4,1.57,,,,94.6,2312.0,6.3,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,54.15,,,,,,,,17,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic,146.0,0.0,0.038,2021
4394,CH,2021-08-02,88.2,3.03,5.92,"Ray, Robbie",676391,592662,field_out,hit_into_play,,,,,8.0,"Ernie Clement grounds out, pitcher Robbie Ray to first baseman Vladimir Guerrero Jr.",R,R,L,TOR,CLE,X,1.0,ground_ball,0,0,2021,0.71,1.04,-0.04,1.89,,,680911.0,2,2,Top,126.36,175.64,,,672386,,,-8.972409300076466,-128.1063502423553,-5.836481242927078,9.726433315550237,27.60514473041363,-19.696563431350008,3.37,1.53,3.0,64.2,-36.0,88.3,1758.0,6.6,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,53.92,0.071,0.064,0.0,1.0,0.0,0.0,2.0,13,1,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,139.0,0.024,-0.227,2021
4395,FF,2021-08-02,94.8,2.6,6.04,"Ray, Robbie",595978,592662,field_out,hit_into_play,,,,,9.0,Austin Hedges lines out to center fielder George Springer.,R,R,L,TOR,CLE,X,8.0,line_drive,3,2,2021,0.72,1.34,0.57,1.93,,,680911.0,1,2,Top,130.96,75.35,,,672386,,,-6.926000667243002,-137.75949555169242,-8.087737660740068,10.643626871053128,30.08127480152432,-13.440758943702724,3.41,1.56,302.0,90.7,19.0,95.1,2394.0,6.5,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,53.98,0.474,0.468,0.0,1.0,0.0,0.0,4.0,12,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,149.0,0.029,-0.386,2021
4396,SL,2021-08-02,88.4,2.7,5.89,"Ray, Robbie",595978,592662,,blocked_ball,,,,,13.0,Austin Hedges lines out to center fielder George Springer.,R,R,L,TOR,CLE,B,,,2,2,2021,-0.2,0.64,-1.57,0.07,,,680911.0,1,2,Top,,,,,672386,,,-9.984491305091783,-128.26703988840353,-9.542269540368675,-0.6213149028751337,21.236712700018607,-23.47316316098789,3.45,1.6,,,,89.3,2300.0,6.5,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,53.97,,,,,,,,12,5,Slider,0,0,0,0,0,0,0,0,Standard,Standard,146.0,0.0,0.12,2021
4397,FF,2021-08-02,93.4,2.73,5.9,"Ray, Robbie",595978,592662,,called_strike,,,,,7.0,Austin Hedges lines out to center fielder George Springer.,R,R,L,TOR,CLE,S,,,2,1,2021,0.35,1.36,-0.82,1.76,,,680911.0,1,2,Top,,,,,672386,,,-9.95605092264201,-135.5718355870146,-7.98334990824844,6.342858582821156,26.51900258434624,-13.761222743516605,3.42,1.62,,,,94.2,2326.0,6.7,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,53.82,,,,,,,,12,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,148.0,0.0,-0.098,2021
4398,FF,2021-08-02,94.8,2.48,6.04,"Ray, Robbie",595978,592662,,ball,,,,,11.0,Austin Hedges lines out to center fielder George Springer.,R,R,L,TOR,CLE,B,,,1,1,2021,0.52,1.41,-1.2,3.29,,,680911.0,1,2,Top,,,,,672386,,,-10.832183164190704,-137.76865650121584,-4.729866848069046,8.794985681656957,27.69753789797823,-13.215233832595407,3.41,1.63,,,,95.6,2292.0,6.6,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,53.91,,,,,,,,12,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,151.0,0.0,0.061,2021
4399,KC,2021-08-02,83.2,3.01,5.91,"Ray, Robbie",595978,592662,,swinging_strike,,,,,9.0,Austin Hedges lines out to center fielder George Springer.,R,R,L,TOR,CLE,S,,,1,0,2021,0.02,0.06,0.47,1.78,,,680911.0,1,2,Top,,,,,672386,,,-5.893048219827745,-121.02447006074088,-3.048066019803048,1.481085463349905,26.76816739444881,-31.15814833005676,3.41,1.56,,,,83.1,2151.0,6.5,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,53.96,,,,,,,,12,2,Knuckle Curve,0,0,0,0,0,0,0,0,Standard,Standard,346.0,0.0,-0.052,2021
4400,FF,2021-08-02,94.3,2.61,6.02,"Ray, Robbie",595978,592662,,ball,,,,,11.0,Austin Hedges lines out to center fielder George Springer.,R,R,L,TOR,CLE,B,,,0,0,2021,0.56,1.33,-1.02,3.16,,,680911.0,1,2,Top,,,,,672386,,,-10.692795885371904,-136.92461976607532,-4.719222326576741,9.264516495754528,28.17809056615381,-14.538973942344754,3.4,1.6,,,,94.7,2291.0,6.5,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,53.99,,,,,,,,12,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,149.0,0.0,0.048,2021
4401,FF,2021-08-02,95.2,2.55,6.08,"Ray, Robbie",680911,592662,walk,ball,,,,,13.0,Owen Miller walks.,R,R,L,TOR,CLE,B,,,3,2,2021,0.22,1.4,-1.08,1.8,,,,1,2,Top,,,,,672386,,,-10.021862783022168,-138.09953166565802,-8.715842655327842,4.998197815083561,29.589572965942384,-12.450046069397311,3.38,1.49,,,,95.3,2264.0,6.4,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,54.07,,,0.7,1.0,0.0,0.0,,11,7,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,154.0,-0.026,0.215,2021
4402,SL,2021-08-02,89.5,2.71,5.97,"Ray, Robbie",680911,592662,,foul,,,,,8.0,Owen Miller walks.,R,R,L,TOR,CLE,S,,,3,2,2021,-0.19,0.85,-0.17,1.78,,,,1,2,Top,,,,,672386,,,-6.692304033159199,-130.1812088609842,-6.209957382940448,-0.9885883402607234,24.15118113511649,-21.414621682749388,3.37,1.53,3.0,74.3,-30.0,89.9,2218.0,6.3,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,54.18,,,,,,,,11,6,Slider,0,0,0,0,0,0,0,0,Standard,Standard,147.0,0.0,0.0,2021
4403,FF,2021-08-02,95.7,2.51,6.09,"Ray, Robbie",680911,592662,,foul,,,,,5.0,Owen Miller walks.,R,R,L,TOR,CLE,S,,,3,1,2021,0.43,1.36,0.17,2.5,,,,1,2,Top,,,,,672386,,,-7.1610137676017205,-139.0818960364552,-6.941933862504536,7.069021981702852,29.350977638904457,-13.192715440324385,3.37,1.53,229.0,74.9,28.0,96.1,2223.0,6.5,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,54.02,,,,,,,,11,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,148.0,0.0,-0.065,2021
4404,FF,2021-08-02,95.5,2.77,6.11,"Ray, Robbie",680911,592662,,ball,,,,,12.0,Owen Miller walks.,R,R,L,TOR,CLE,B,,,2,1,2021,0.45,1.31,1.38,2.87,,,,1,2,Top,,,,,672386,,,-4.679490764195927,-139.01561230710087,-5.924208421773002,6.791558684860782,28.05977011512178,-14.02841394481736,3.36,1.44,,,,96.1,2234.0,6.4,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,54.12,,,,,,,,11,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,154.0,0.0,0.083,2021
4405,FF,2021-08-02,95.2,2.84,6.07,"Ray, Robbie",680911,592662,,ball,,,,,14.0,Owen Miller walks.,R,R,L,TOR,CLE,B,,,1,1,2021,0.65,1.39,1.67,2.04,,,,1,2,Top,,,,,672386,,,-4.526140908186423,-138.44200181558938,-8.081549504265816,9.305921021163316,29.52902808569114,-12.664807358882742,3.4,1.49,,,,95.3,2229.0,6.3,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,54.22,,,,,,,,11,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,146.0,0.0,0.038,2021
4406,SL,2021-08-02,88.8,2.72,6.06,"Ray, Robbie",680911,592662,,ball,,,,,13.0,Owen Miller walks.,R,R,L,TOR,CLE,B,,,0,1,2021,-0.29,0.49,-0.28,0.33,,,,1,2,Top,,,,,672386,,,-6.733289577016032,-129.05982365537403,-9.003448094035509,-1.9593772424123528,25.431557070020197,-25.05269221889525,3.36,1.46,,,,88.9,2293.0,6.3,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,54.2,,,,,,,,11,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,139.0,0.0,0.021,2021
4407,KC,2021-08-02,82.4,2.64,6.2,"Ray, Robbie",680911,592662,,called_strike,,,,,13.0,Owen Miller walks.,R,R,L,TOR,CLE,S,,,0,0,2021,-0.2,-0.24,-0.89,1.56,,,,1,2,Top,,,,,672386,,,-7.5870337209526735,-119.85518758624076,-3.5616859598070354,-0.4993473839491762,22.76039384163688,-34.01950700260589,3.36,1.4,,,,82.1,1965.0,6.0,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,54.46,,,,,,,,11,1,Knuckle Curve,0,0,0,0,0,0,0,0,Standard,Standard,308.0,0.0,-0.027,2021
4408,SL,2021-08-02,88.8,2.71,6.02,"Ray, Robbie",640458,592662,field_out,hit_into_play,,,,,8.0,"Oscar Mercado grounds out, third baseman Santiago Espinal to first baseman Vladimir Guerrero Jr.",R,R,L,TOR,CLE,X,5.0,ground_ball,3,2,2021,-0.18,0.41,-0.04,1.58,,,,0,2,Top,88.43,164.73,,,672386,,,-6.366368767962004,-129.25304558363973,-5.76933545334261,-0.8659082622971332,22.86115467440049,-26.67792118823409,3.47,1.59,3.0,63.7,-26.0,89.4,2139.0,6.3,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,54.17,0.054,0.052,0.0,1.0,0.0,0.0,2.0,10,7,Slider,0,0,0,0,0,0,0,0,Standard,Standard,146.0,0.023,-0.318,2021
4409,FF,2021-08-02,95.7,2.32,6.29,"Ray, Robbie",640458,592662,,ball,,,,,11.0,"Oscar Mercado grounds out, third baseman Santiago Espinal to first baseman Vladimir Guerrero Jr.",R,R,L,TOR,CLE,B,,,2,2,2021,0.47,1.4,-0.54,4.05,,,,0,2,Top,,,,,672386,,,-8.61566326282339,-139.12005060153427,-3.476939484868767,7.984168348227499,30.55004566226481,-13.35670074351003,3.47,1.6,,,,95.9,2302.0,6.4,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,54.09,,,,,,,,10,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,154.0,0.0,0.101,2021
4410,SL,2021-08-02,87.6,2.71,6.03,"Ray, Robbie",640458,592662,,foul,,,,,14.0,"Oscar Mercado grounds out, third baseman Santiago Espinal to first baseman Vladimir Guerrero Jr.",R,R,L,TOR,CLE,S,,,2,2,2021,-0.34,0.36,0.98,1.95,,,,0,2,Top,,,,,672386,,,-3.4680170258955263,-127.6347798692541,-4.530899477158642,-3.108941046361504,23.037670939188388,-27.591832766554287,3.47,1.59,3.0,60.3,-31.0,88.0,2182.0,6.2,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,54.31,,,,,,,,10,5,Slider,0,0,0,0,0,0,0,0,Standard,Standard,147.0,0.0,0.0,2021
4411,SL,2021-08-02,89.3,2.52,6.1,"Ray, Robbie",640458,592662,,ball,,,,,13.0,"Oscar Mercado grounds out, third baseman Santiago Espinal to first baseman Vladimir Guerrero Jr.",R,R,L,TOR,CLE,B,,,1,2,2021,-0.11,0.71,-1.59,-0.94,,,,0,2,Top,,,,,672386,,,-9.9071756529393,-129.33775560739355,-12.846695841998926,0.576430489663444,23.76432453068637,-21.77930055565072,3.42,1.62,,,,89.8,2189.0,6.6,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,53.89,,,,,,,,10,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard,128.0,0.0,0.043,2021
4412,FF,2021-08-02,95.6,2.83,6.11,"Ray, Robbie",640458,592662,,foul,,,,,12.0,"Oscar Mercado grounds out, third baseman Santiago Espinal to first baseman Vladimir Guerrero Jr.",R,R,L,TOR,CLE,S,,,1,1,2021,0.66,1.43,0.86,2.71,,,,0,2,Top,,,,,672386,,,-6.692953173660073,-138.97793033601542,-6.582682895180158,10.094596702000429,31.693240656040903,-12.303679195493064,3.47,1.59,221.0,74.0,27.0,95.7,2379.0,6.4,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,54.08,,,,,,,,10,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,150.0,0.0,-0.057,2021
4413,SL,2021-08-02,87.1,2.91,6.05,"Ray, Robbie",640458,592662,,swinging_strike,,,,,13.0,"Oscar Mercado grounds out, third baseman Santiago Espinal to first baseman Vladimir Guerrero Jr.",R,R,L,TOR,CLE,S,,,1,0,2021,0.03,0.69,-0.36,0.93,,,,0,2,Top,,,,,672386,,,-7.88840927550156,-126.65577401241563,-7.610143681927845,1.656356789513833,22.205560133393664,-23.501347296041143,3.47,1.59,,,,87.4,2200.0,6.2,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,54.3,,,,,,,,10,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,126.0,0.0,-0.049,2021
4414,SL,2021-08-02,87.3,3.08,6.14,"Ray, Robbie",640458,592662,,ball,,,,,14.0,"Oscar Mercado grounds out, third baseman Santiago Espinal to first baseman Vladimir Guerrero Jr.",R,R,L,TOR,CLE,B,,,0,0,2021,-0.15,0.67,1.0,1.81,,,,0,2,Top,,,,,672386,,,-4.691848913724251,-127.01104651518509,-5.660423722624428,-0.7050429040712766,24.488971948205396,-23.99129226743986,3.49,1.64,,,,87.2,2224.0,6.1,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,54.38,,,,,,,,10,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,125.0,0.0,0.038,2021
4415,FF,2021-08-02,95.9,2.5,6.13,"Ray, Robbie",623912,592662,field_out,hit_into_play,,,,,4.0,"Harold Ramirez grounds out, pitcher Robbie Ray to first baseman Vladimir Guerrero Jr.",R,R,L,TOR,CLE,X,1.0,ground_ball,1,2,2021,0.3,1.38,-0.75,2.46,642708.0,608070.0,,2,1,Top,132.17,183.29,,,672386,,,-9.279065349135884,-139.20154607537776,-7.1964125050843535,6.049355121154376,32.4764524808411,-12.75584153650808,3.3,1.5,30.0,65.1,-1.0,95.9,2289.0,6.5,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,53.98,0.103,0.093,0.0,1.0,0.0,0.0,2.0,5,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,146.0,0.057,-0.37,2021
4416,FF,2021-08-02,95.8,2.55,6.11,"Ray, Robbie",623912,592662,,ball,,,,,11.0,"Harold Ramirez grounds out, pitcher Robbie Ray to first baseman Vladimir Guerrero Jr.",R,R,L,TOR,CLE,B,,,0,2,2021,0.32,1.41,-1.28,3.46,642708.0,608070.0,,2,1,Top,,,,,672386,,,-10.87947120135152,-139.09637241455047,-4.560059107089824,6.713684980398847,32.2373086677279,-13.026138743523562,3.35,1.51,,,,95.9,2309.0,6.6,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,53.94,,,,,,,,5,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,149.0,0.0,0.04,2021
4417,FF,2021-08-02,96.2,2.65,6.09,"Ray, Robbie",623912,592662,,foul,,,,,1.0,"Harold Ramirez grounds out, pitcher Robbie Ray to first baseman Vladimir Guerrero Jr.",R,R,L,TOR,CLE,S,,,0,1,2021,0.54,1.47,-0.51,3.13,642708.0,608070.0,,2,1,Top,,,,,672386,,,-9.63249020582765,-139.63994307644836,-5.57533740062174,9.258481160480866,32.29404050680048,-11.901454369224922,3.3,1.5,198.0,69.2,39.0,96.3,2268.0,6.5,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,53.98,,,,,,,,5,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,145.0,0.0,-0.139,2021
4418,FF,2021-08-02,95.6,2.51,6.18,"Ray, Robbie",623912,592662,,called_strike,,,,,1.0,"Harold Ramirez grounds out, pitcher Robbie Ray to first baseman Vladimir Guerrero Jr.",R,R,L,TOR,CLE,S,,,0,0,2021,0.52,1.33,-0.61,2.84,642708.0,608070.0,,2,1,Top,,,,,672386,,,-9.430843790466806,-138.9467699781017,-6.23408844535043,8.837394976005418,29.619167429306845,-13.709876730921456,3.27,1.49,,,,96.0,2373.0,6.5,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,54.0,,,,,,,,5,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,149.0,0.0,-0.123,2021
4419,SL,2021-08-02,89.7,2.49,6.2,"Ray, Robbie",614177,592662,field_out,hit_into_play,,,,,5.0,"Franmil Reyes grounds out, shortstop Marcus Semien to first baseman Vladimir Guerrero Jr.  Amed Rosario to 3rd.    Jose Ramirez to 2nd.",R,R,L,TOR,CLE,X,6.0,ground_ball,0,0,2021,-0.15,0.66,-0.12,2.9,,642708.0,608070.0,1,1,Top,113.76,139.8,,,672386,,,-6.146138400346198,-130.65652977938035,-3.643513603411286,-0.5455258969328408,24.568634992599797,-24.031994016581734,3.58,1.68,9.0,95.2,-18.0,90.1,2273.0,6.2,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,54.26,0.103,0.093,0.0,1.0,0.0,0.0,2.0,4,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,142.0,0.028,-0.609,2021
4420,SL,2021-08-02,88.8,2.69,6.18,"Ray, Robbie",608070,592662,single,hit_into_play,,,,,5.0,Jose Ramirez singles on a ground ball to third baseman Santiago Espinal.,R,R,L,TOR,CLE,X,5.0,ground_ball,3,2,2021,-0.16,0.52,0.15,2.39,,642708.0,,1,1,Top,90.27,150.69,,,672386,,,-5.859184501706247,-129.27183743398678,-4.400388404943056,-0.8507275032005249,22.44753465097112,-25.70269889826884,3.29,1.49,9.0,94.7,-15.0,89.3,2317.0,6.2,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,54.31,0.163,0.147,0.9,1.0,1.0,0.0,2.0,3,10,Slider,0,0,0,0,0,0,0,0,Standard,Standard,125.0,-0.019,0.638,2021
4421,SL,2021-08-02,90.6,2.62,6.02,"Ray, Robbie",608070,592662,,foul,,,,,13.0,Jose Ramirez singles on a ground ball to third baseman Santiago Espinal.,R,R,L,TOR,CLE,S,,,3,2,2021,-0.22,0.67,-0.89,1.0,,642708.0,,1,1,Top,,,,,672386,,,-8.29847614347249,-131.68510112839448,-8.105148876324733,-1.0153846057775624,25.29498919304244,-22.94921711042895,3.29,1.49,,,,91.1,2273.0,6.4,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,54.05,,,,,,,,3,9,Slider,0,0,0,0,0,0,0,0,Standard,Standard,147.0,0.0,0.0,2021
4422,FF,2021-08-02,95.6,2.45,6.11,"Ray, Robbie",608070,592662,,foul,,,,,11.0,Jose Ramirez singles on a ground ball to third baseman Santiago Espinal.,R,R,L,TOR,CLE,S,,,3,2,2021,0.46,1.26,-1.01,2.42,,642708.0,,1,1,Top,,,,,672386,,,-10.20351249468107,-138.80894703620655,-6.981718727102894,8.143469497436424,29.320496742595797,-14.435545253747357,3.29,1.49,77.0,74.3,85.0,96.1,2276.0,6.6,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,53.91,,,,,,,,3,8,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic,147.0,0.0,0.0,2021
4423,CH,2021-08-02,89.3,2.84,5.97,"Ray, Robbie",608070,592662,,blocked_ball,,,,,14.0,Jose Ramirez singles on a ground ball to third baseman Santiago Espinal.,R,R,L,TOR,CLE,B,,,2,2,2021,0.51,1.2,0.44,0.57,,642708.0,,1,1,Top,,,,,672386,,,-7.025281512617162,-129.59837835101237,-9.775642685981891,7.229978561288217,27.9317890532444,-16.759002610084895,3.13,1.44,,,,89.5,1645.0,6.6,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,53.87,,,,,,,,3,7,Changeup,0,0,0,0,0,0,0,0,Standard,Strategic,144.0,0.0,0.064,2021
4424,FF,2021-08-02,96.3,2.55,6.15,"Ray, Robbie",608070,592662,,foul,,,,,11.0,Jose Ramirez singles on a ground ball to third baseman Santiago Espinal.,R,R,L,TOR,CLE,S,,,2,2,2021,0.24,1.49,-1.07,3.97,,642708.0,,1,1,Top,,,,,672386,,,-10.147508326784326,-139.81664961154956,-3.5457155997003245,5.560693891406292,32.74705686771203,-12.001375385148435,3.29,1.49,20.0,79.9,-10.0,96.2,2260.0,6.5,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,54.04,,,,,,,,3,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic,146.0,0.0,0.0,2021
4425,FF,2021-08-02,95.7,2.7,6.15,"Ray, Robbie",608070,592662,,ball,,,,,12.0,Jose Ramirez singles on a ground ball to third baseman Santiago Espinal.,R,R,L,TOR,CLE,B,,,1,2,2021,0.36,1.4,0.53,4.07,,642708.0,,1,1,Top,,,,,672386,,,-6.5712536856031845,-139.2503850174013,-3.057893048720204,6.19376626421286,31.3123943899302,-13.470622198115612,3.15,1.48,,,,96.0,2403.0,6.5,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,54.01,,,,,,,,3,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic,149.0,0.0,0.047,2021
4426,SL,2021-08-02,89.5,2.54,6.2,"Ray, Robbie",608070,592662,,foul,,,,,13.0,Jose Ramirez singles on a ground ball to third baseman Santiago Espinal.,R,R,L,TOR,CLE,S,,,1,2,2021,-0.27,0.72,-1.03,1.81,,642708.0,,1,1,Top,,,,,672386,,,-8.246689125994994,-130.19718914707673,-6.432623081095172,-1.5459091904272777,24.003438450354704,-22.85821385267352,3.29,1.49,229.0,77.5,20.0,90.0,2284.0,6.4,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,54.14,,,,,,,,3,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard,144.0,0.0,0.0,2021
4427,SL,2021-08-02,89.6,2.66,6.05,"Ray, Robbie",608070,592662,,foul,,,,,7.0,Jose Ramirez singles on a ground ball to third baseman Santiago Espinal.,R,R,L,TOR,CLE,S,,,1,1,2021,-0.18,0.59,-0.47,1.56,,642708.0,,1,1,Top,,,,,672386,,,-7.361726425514698,-130.2666007689366,-6.439350727221619,-0.7233235086709439,23.825977055457614,-24.313565734490133,3.29,1.49,,,,90.3,2354.0,6.5,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,54.01,,,,,,,,3,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,137.0,0.0,-0.073,2021
4428,FF,2021-08-02,96.3,2.56,6.1,"Ray, Robbie",608070,592662,,foul,,,,,4.0,Jose Ramirez singles on a ground ball to third baseman Santiago Espinal.,R,R,L,TOR,CLE,S,,,1,0,2021,0.48,1.25,-0.74,2.26,,642708.0,,1,1,Top,,,,,672386,,,-9.875105987918047,-139.83404099097038,-7.45619176291964,8.550154830263878,31.415789801931616,-14.240594891197135,3.29,1.49,9.0,88.0,-13.0,96.3,2296.0,6.4,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,54.12,,,,,,,,3,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,146.0,0.0,-0.046,2021
4429,SL,2021-08-02,89.0,2.5,6.19,"Ray, Robbie",608070,592662,,ball,,,,,13.0,Jose Ramirez singles on a ground ball to third baseman Santiago Espinal.,R,R,L,TOR,CLE,B,,,0,0,2021,-0.25,0.43,-1.68,1.67,,642708.0,,1,1,Top,,,,,672386,,,-9.73620630473858,-129.21903955424608,-5.986148605759642,-0.9200235509873892,24.6100504985565,-26.340947564551115,3.23,1.47,,,,89.1,2325.0,6.3,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,54.21,,,,,,,,3,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,140.0,0.0,0.032,2021
4430,FF,2021-08-02,95.5,2.54,6.03,"Ray, Robbie",642708,592662,double,hit_into_play,,,,,7.0,Amed Rosario doubles (17) on a sharp line drive to left fielder Teoscar Hernandez.,R,R,L,TOR,CLE,X,7.0,line_drive,0,1,2021,0.55,1.11,-0.8,1.62,,,,1,1,Top,45.4,89.48,,,672386,,,-10.008930848822798,-138.62293412108735,-8.511303355405445,9.15454960678123,27.978635134932805,-16.137112953783312,3.47,1.59,285.0,107.1,12.0,95.6,2273.0,6.3,633041,592662,672386,665489,624415,669289,543760,606192,543807,545341,54.22,0.889,0.896,1.25,1.0,1.0,1.0,5.0,2,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,144.0,-0.041,0.437,2021
